ID,CIPFAMILY,CIPCode,ACTIONCODE,ReportUnder,CIPTITLE,CIPDESCR,AuditChangeUserName,AuditChangeDate
1534,27,-----,,45.0603,Econometrics/Quantitative Economics.,(Report under 45.0603),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1535,27,27.0302,M,,Operations Research.,"(Moved, Report under 14.3701)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1536,27,27.0303,N,,Computational Mathematics.,"(NEW)  A program that focuses on the application of mathematics to the theory, architecture, and design of computers, computational techniques, and algorithms.  Includes instruction in computer theory,  cybernetics, numerical analysis, algorithm development, binary structures, combinatorics, advanced statistics, and related topics.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1537,27,27.0399,,,"Applied Mathematics, Other.",Any instructional program in applied mathematics not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1538,27,27.05,,,Statistics.,Instructional content for this group of programs is defined in codes 27.0501- 27.0599.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1539,27,27.0501,,,"Statistics, General.","A general program that focuses on the relationships between groups of measurements, and similarities and differences, using probability theory and techniques derived from it.  Includes instruction in the principles in probability theory, binomial distribution, regression analysis, standard deviation, stochastic processes, Monte Carlo method, Bayesian statistics, non-parametric statistics, sampling theory, and statistical techniques.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1540,27,-----,,13.0603,Educational Statistics and Research Methods.,(Report under  13.0603),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1541,27,-----,,26.1101,Biometry/Biometrics.,(Report under 26.1101),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1542,27,-----,,26.1102,Biostatistics.,(Report under 26.1102),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1543,27,-----,,42.1901,Psychometrics and Quantitative Psychology.,(Report under 42.1901),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1544,27,-----,,45.0501,Demography/Population Studies.,(Report under 45.0501),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1545,27,-----,,52.1304,Actuarial Science.,(Report under 52.1304),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1546,27,27.0502,N,,Mathematical Statistics and Probability.,"(NEW)  A program that focuses on the mathematical theory underlying statistical methods and their use.  Includes instruction in probability theory parametric and non-parametric inference, sequential analysis, multivariate analysis, Bayesian analysis, experimental design, time series analysis, resampling, robust statistics, limit theory, infinite particle systems, stochastic processes, martingales, Markov processes, and Banach spaces.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1547,27,27.0599,N,,"Statistics, Other.",(NEW)  Any instructional program in statistics not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1548,27,27.99,,,"Mathematics and Statistics, Other.",Instructional content is defined in code 27.9999.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1549,27,27.9999,,,"Mathematics and Statistics, Other.",Any instructional program in mathematics and  statistics not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1550,28,28.,,,Programs for Series 28.,(Reserve Officer Training Corps [ROTC] programs) are located in chapter IV (beginning on page 244).,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1551,29,29.,,,MILITARY TECHNOLOGIES.,Instructional programs that prepare individuals in specialized and advanced subject matter for the armed services and related national security organizations.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1552,29,29.01,,,Military Technologies.,Instructional content is defined in code 29.0101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1553,29,29.0101,,,Military Technologies.,"A program that prepares individuals to undertake advanced and specialized leadership and technical responsibilities for the armed services and related national security organizations.  Includes instruction in such areas as weapons systems and technology, communications, intelligence, management, logistics, and strategy.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1554,30,30.,,,MULTI/INTERDISCIPLINARY STUDIES.,Instructional programs that derive from two or more distinct programs to provide a cross-cutting focus on a subject concentration that is not subsumed under a single discipline or occupational field.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1555,30,-----,,05.,"AREA, ETHNIC, CULTURAL, AND GENDER STUDIES.",(Report under 05. Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1556,30,30.01,,,Biological and Physical Sciences.,Instructional content is defined in code 30.0101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1557,30,30.0101,,,Biological and Physical Sciences.,"A program that is either a general synthesis of one or more of the biological and physical sciences, or a specialization which draws from the biological and physical sciences.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1558,30,30.05,,,Peace Studies and Conflict Resolution.,Instructional content is defined in code 30.0501.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1559,30,-----,,,PSYCHOLOGY.,,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1560,30,-----,,45.,SOCIAL SCIENCES.,(Report under 45. Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1561,30,-----,,54.,HISTORY.,(Report under 54. Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1562,30,30.0501,,,Peace Studies and Conflict Resolution.,"A program that focuses on the origins, resolution and prevention of international and inter-group conflicts. Includes instruction in peace research methods and related social scientific and psychological knowledge bases.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1563,30,-----,,45.0901,International Relations and Affairs.,(Report under 45.0901),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1564,30,30.06,,,Systems Science and Theory.,Instructional content is defined in code 30.0601.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1565,30,30.0601,,,Systems Science and Theory.,"A program with a multidisciplinary approach to the analysis and solution of complex problems, requiring a combined approach using data and models from the natural, social, technological, behavioral and life sciences, and other specialized fields.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1566,30,-----,,14.2701,Systems Engineering.,(Report under 14.2701),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1567,30,-----,,11.0401,Information Science/Studies.,(Report under 11.0401),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1568,30,30.08,,,Mathematics and Computer Science.,Instructional content is defined in code 30.0801.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1569,30,30.0801,,,Mathematics and Computer Science.,A program with a general synthesis of mathematics and computer science or a specialization which draws from mathematics and computer science.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1570,30,30.10,,,Biopsychology.,Instructional content is defined in code 30.1001.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1571,30,-----,,26.,BIOLOGICAL SCIENCES/BIOMEDICAL SCIENCES.,(Report under 26. Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1572,30,30.1001,,,Biopsychology.,"A program that focuses on biological and psychological linkages, especially the linkages between biochemical and biophysical activity and the functioning of the central nervous system.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1573,30,-----,,42.1101,Physiological Psychology/Psychobiology.,(Report under 42.1101),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1574,30,30.11,,,Gerontology.,Instructional content is defined in code 30.1101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1575,30,30.1101,,,Gerontology.,"A program that focuses on the human aging process and aged human populations, using the knowledge and methodologies of the social sciences, psychology and the biological and health sciences.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1576,30,-----,,19.0702,Adult Development and Aging (Report under 19.,0702),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1577,30,-----,,42.2201,Geropsychology.,(Report under 42.2201),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1578,30,-----,,44.0701,Social Work.,(Report under 44.0701),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1579,30,-----,,51.1603,Adult Health Nursing.,(Report under 51.1603),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1580,30,30.12,,,Historic Preservation and Conservation.,Instructional content for this group of programs is defined in codes 30.1201- 30.1299.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1581,30,30.1201,,,Historic Preservation and Conservation.,"A program that focuses on the architectural design principles and building techniques used in historic structures and environments, and the process of saving and restoring old buildings and districts for contemporary use and enjoyment.  Includes instruction in architectural history; building conservation techniques; real estate, land-use and tax laws and codes; economics and public policy; and public relations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1582,30,30.1202,N,,Cultural Resource Management and Policy Analysis.,"(NEW) A program that focuses on the application of cultural studies, public policy analysis, and management skills to planning, promoting, and implementing programs to preserve and protect cultural heritage sites and artifacts.  Includes instruction in historical preservation and conservation, business management, policy analysis, applied economics, public relations, applied history, historical archaeology, and environmental impact studies.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1583,30,30.1299,N,,"Historic Preservation and Conservation, Other.",(NEW)  Any instructional program that focuses on architectural design and building techniques for historic and restored structures not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1584,30,30.13,,,Medieval and Renaissance Studies.,Instructional content is defined in code 30.1301.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1585,30,30.1301,,,Medieval and Renaissance Studies.,"A program that focuses on the  study of the Medieval and Renaissance periods in European and circum-Mediterranean history from the perspective of various disciplines in the humanities and social sciences, including history and archeology, as well as studies of period art and music.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1586,30,30.14,,,Museology/Museum Studies.,Instructional content is defined in code 30.1401.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1587,30,30.1401,,,Museology/Museum Studies.,"A program that focuses on the attitudes, knowledge, and skills required to develop, prepare, organize, administer, conserve, store and retrieve artifacts, exhibits and entire collections in museums and galleries, and that prepares individuals to assume curatorial, technical and managerial positions in museums.  Includes instruction in institutional management, acquisition, exhibit design, conservation, packing techniques, and public relations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1588,30,30.15,,,"Science, Technology and Society.",Instructional content is defined in code 30.1501.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1589,30,30.1501,,,"Science, Technology and Society.","A program that focuses on the contemporary social and public policy ramifications of science and technology, the interrelationship of science and engineering with the public policy process, and the social and ethical dimensions of scientific and technological enterprises.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1590,30,30.16,N,,Accounting and Computer Science.,(NEW)  Instructional content is defined in code 30.1601.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1591,30,30.1601,N,,Accounting and Computer Science.,(NEW)  A program that combines accounting with computer science and/or computer studies.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1592,30,30.17,N,,Behavioral Sciences.,(NEW)  Instructional content is defined in code 30.1701.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1593,30,30.1701,N,,Behavioral Sciences.,"(NEW)  A program with a combined or undifferentiated focus on the social sciences, psychology, and biomedical sciences to study complex problems of human individual and social growth and behavior.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1594,30,30.18,N,,Natural Sciences.,(NEW)  Instructional content is defined in code 30.1801.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1595,30,30.1801,N,,Natural Sciences.,(NEW) A program with a combined or undifferentiated focus on one or more of the physical and biological sciences.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1596,30,30.19,N,,Nutrition Sciences.,(NEW)  Instructional content is defined in code 30.1901.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1597,30,30.1901,M,,Nutrition Sciences.,"A scientific program that focuses on the utilization of food for human growth and metabolism, in both normal and dysfunctional states, from the interdisciplinary perspective of the agricultural, human, biological, and biomedical sciences.  Includes instruction in food science, biochemistry, physiology, dietetics, food and nutrition studies, biotechnology, biophysics, and the clinical sciences. (Moved from 26.0609)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1598,30,30.20,N,,International/Global Studies.,(NEW)  Instructional content is defined in code 30.2001.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1599,30,30.2001,N,,International/Global Studies.,"(NEW)  A program that focuses on global and international issues from the perspective of the social sciences, social services, and related fields.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1600,30,30.21,N,,Holocaust and Related Studies.,(NEW)  Instructional content defined in 30.2101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1601,30,30.2101,N,,Holocaust and Related Studies.,"(NEW) A program that focuses on genocide in human history with particular reference to Twentieth Century genocides such as that of the Ottoman Armenians during World War I and the Nazi Holocaust during World War II.  Programs also focus on topics such as survivor studies and counseling, war crimes research and prevention, reconciliation and compensation, ethical and spiritual issues, holocaust art and literature, and legacy and effect in relation to subsequent generations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1602,30,30.22,N,,Classical and Ancient Studies.,(NEW) Instructional content for this group of programs is defined in codes 30.2201- 30.2202.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1603,30,30.2201,N,,Ancient Studies/Civilization.,"(NEW)  A program that focuses on Western and Non-Western cultures and related topics in the periods of Pre-history and Antiquity.  Includes such disciplines as ancient languages, archeology, history, art history, geography, population studies, environmental studies, religious studies, and the social sciences.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1604,30,30.2202,N,,"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology.","(NEW)  A program that focuses on the cultures, environment, and history of the ancient Near East, Europe, and the Mediterranean basin from the perspective of the humanities and social sciences, including archaeology.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1605,30,30.23,N,,Intercultural/Multicultural and Diversity Studies.,(NEW)  Instructional content is defined in code 30.2301.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1606,30,30.2301,N,,Intercultural/Multicultural and Diversity Studies.,"(NEW)  A program that focuses on the dynamic social relations between and among majority and minority groups and different minority groups, and ways to promote mutual tolerance, inter-group cooperation, and the leadership and management of diverse groups and diversity issues in family, educational, recreational, and work settings.  Includes instruction in ethnic and cultural studies, group psychology, sociology, anthropology, conflict resolution, human services and resources, and applications to various functional environments.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1607,30,30.24,N,,Neuroscience.,(NEW) Instructional content is defined in code 30.2401.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1608,30,30.2401,M,,Neuroscience.,"A program that focuses on the interdisciplinary scientific study of the molecular, structural, physiologic, cognitive, and behavioral aspects of the brain and nervous system.  Includes instruction in molecular and cellular neuroscience, brain science, anatomy and physiology of the central nervous system, molecular and biochemical bases of information processing, behavioral neuroscience, biology of neuropsychiatric disorders, and applications to the clinical sciences and biomedical engineering.  (Moved from 26.0608)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1609,30,30.25,N,,Cognitive Science.,(NEW)  Instructional content is defined in code 30.2501.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1610,30,30.2501,N,,Cognitive Science.,"(NEW) A program that focuses on the study of the mind and the nature of intelligence from the interdisciplinary perspectives of computer science, philosophy, mathematics, psychology, neuroscience, and other disciplines.  Includes instruction in mathematics and logic, cognitive process modeling, dynamic systems, learning theories, brain and cognition, neural networking, programming, and applications to topics such as language acquisition, computer systems, and perception and behavior.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1611,30,-----,,11.0401,Information Science/Studies.,(Report under 11.0401),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1612,30,30.99,,,"Multi/Interdisciplinary Studies, Other.",Instructional content is defined in code 30.9999.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1613,30,30.9999,,,"Multi-/Interdisciplinary Studies, Other.",Any instructional program in multi/interdisciplinary studies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1614,31,31.,,,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","Instructional programs that focus on the principles and practices of managing parks and other recreational and fitness facilities; providing recreational, leisure and fitness services; and the study of human fitness.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1615,31,31.01,,,"Parks, Recreation and Leisure Studies.",Instructional content is defined in code 31.0101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1616,31,31.0101,,,"Parks, Recreation and Leisure Studies.","A program that focuses on the principles underlying recreational and leisure activities, and the practices involved in providing indoor and outdoor recreational facilities and services for the general public.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1617,31,31.03,,,"Parks, Recreation and Leisure Facilities Management.",Instructional content is defined in code 31.0301.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1618,31,31.0301,,,"Parks, Recreation and Leisure Facilities Management.","A program that prepares individuals to develop and manage park facilities and other indoor and outdoor recreation and leisure facilities.  Includes instruction in supervising support personnel, health and safety standards, public relations, and basic business and marketing principles.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1619,31,31.05,,,Health and Physical Education/Fitness.,Instructional content for this group of programs is defined in codes 31.0501- 31.0599.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1620,31,31.0501,,,"Health and Physical Education, General.","A general program that focuses on activities and principles that promote physical fitness, achieve and maintain athletic prowess, and accomplish related research and service goals.  Includes instruction in human movement studies, motivation studies, rules and practice of specific sports, exercise and fitness principles and techniques, basic athletic injury prevention and treatment, and organizing and leading fitness and sports programs.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1621,31,-----,,13.1307,Health Teacher Education.,(Report under 13.1307),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1622,31,-----,,13.1314,Physical Education Teaching and Coaching.,(Report under 13.1314),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1623,31,31.0502,M,,Adapted Physical Education/Therapeutic Recreation.,"(Moved, Report under 51.2309)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1624,31,31.0503,M,,Athletic Training and Sports Medicine.,"(Moved, Report under 51.0913)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1625,31,31.0504,,,Sport and Fitness Administration/Management.,"A program that prepares individuals to apply business, coaching and physical education principles to the organization, administration and management of athletic programs and teams, fitness/rehabilitation facilities and health clubs, sport recreation services, and related services.  Includes instruction in program planning and development; business and financial management principles; sales, marketing and recruitment; event promotion, scheduling and management; facilities management; public relations; legal aspects of sports; and applicable health and safety standards.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1626,31,31.0505,,,Kinesiology and Exercise Science.,"A scientific program that focuses on the anatomy, physiology, biochemistry, and biophysics of human movement, and applications to exercise and therapeutic rehabilitation.  Includes instruction in biomechanics, motor behavior, motor development and coordination, motor neurophysiology, performance research, rehabilitative therapies, the development of diagnostic and rehabilitative methods and equipment, and related analytical methods and procedures in applied exercise and therapeutic rehabilitation .",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1627,31,31.0506,D,,Socio-Psychological Sports Studies.,"(Deleted, Report under 31.0599)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1628,31,31.0599,,,"Health and Physical Education/Fitness, Other.",Any instructional program in health and physical education/fitness not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1629,31,31.99,,,"Parks, Recreation, Leisure, and Fitness Studies, Other.",Instructional content is defined in code 31.9999.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1630,31,31.9999,,,"Parks, Recreation, Leisure, and Fitness Studies, Other.","Any instructional program in parks, recreation, leisure and fitness studies not listed above.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1631,32,32- 37.,,,Programs for Series 32-37 (Personal Improvement and Leisure programs) are located in chapter V.,(245),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1632,38,38.,,,PHILOSOPHY AND RELIGIOUS STUDIES.,"Instructional programs that focus on logical inquiry, philosophical analysis, and the academic study of organized systems of belief and religious practices.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1633,38,-----,,39.,THEOLOGY AND RELIGIOUS VOCATIONS.,(Report under 39. Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1634,38,38.01,,,Philosophy.,Instructional content for this group of programs is defined in codes 38.0101- 38.0199.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1635,38,38.0101,,,Philosophy.,"A program that focuses on ideas and their logical structure, including arguments and investigations about abstract and real phenomena.  Includes instruction in logic, ethics, aesthetics, epistemology, metaphysics, symbolism, and history of philosophy, and applications to the theoretical foundations and methods of other disciplines.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1636,38,38.0102,N,,Logic.,"(NEW)  A program that focuses on the systematic study of valid inference, argument, and sound reasoning.  Includes instruction in Classical logic, properties of argument, validity, proof, fallacies, formal and material logic, symbolic and mathematical logic, analysis, specific schools of logic, and applications to problems in other academic disciplines and professional fields.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1637,38,-----,,27.01,Mathematics.,(Report under 27.01 Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1638,38,-----,,11.01,Computer Science.,(Report under 11.01 Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1639,38,38.0103,N,,Ethics.,"(NEW)  A program that focuses on the systematic study of the theory of moral good and its application to various theoretical and practical problems.  Includes instruction in ethical theory, history of ethics, belief and value systems, ethical constructs, and applications to specific topics, issues and problems.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1640,38,38.0199,N,,"Philosophy, Other.",(NEW) Any instructional program in Philosophy not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1641,38,38.02,,,Religion/Religious Studies.,Instructional content for this group of programs is defined in codes 38.0201 - 38.0299.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1642,38,38.0201,,,Religion/Religious Studies.,"A program that focuses on the nature of religious belief and specific religious and quasi-religious systems.  Includes instruction in phenomenology; the sociology, psychology, philosophy, anthropology, literature and art of religion; mythology; scriptural and textual studies; religious history and politics; and specific studies of particular faith communities and their behavior.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1643,38,38.0202,N,,Buddhist Studies.,"(NEW)  A program that focuses on the philosophy preached by Siddartha Gautama, the Buddha, in ancient India and subsequently interpreted by his disciples and apostles; together with the intellectual, cultural, social, and ritual developments of the faith and its branches.  Includes instruction in Buddhist sacred literature (Tipitaka, etc.) and study of one or more of the main branches including Early Buddhism, Hinayana, Theravada, Madhyamaka, Yogacara, Pure Land, Shingon, Tendai, Nichiren Shu, Zen, Tibetan, Chinese, Korean, Vietnamese, and others.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1644,38,38.0203,N,,Christian Studies.,"(NEW) A program that focuses on the philosophy and teachings of Jesus Christ and his apostles, and the subsequent intellectual and cultural movements and institutions based on Christianity.  Includes instruction in Christian sacred scripture, Christian literature and philosophy, and studies of one or more of the main branches of the faith and their cultural context including Orthodoxy, Roman Catholicism, Protestantism, Evangelicalism, and others.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1645,38,38.0204,N,,Hindu Studies.,"(NEW) A program that focuses on the group of South Asian theologies and philosophies collectively known as Hinduism; together with the religious history and cultural and social manifestations of the faith.  Includes instruction in Hindu theology and philosophy (dharma); literature (Vedas, Upanishads, Epics, and commentaries); the Hindu Pantheon, sects, and movements; schools and disciplines; and related arts and sciences.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1646,38,38.0205,M,,Islamic Studies.,"A program that focuses on Islam as preached by the Prophet Muhammad in 6th century Arabia and subsequently interpreted and elaborated by Islamic scholars and others; together with the cultural and social milieu related to the faith in various periods, localities, and branches.  Includes instruction in Islamic scripture and related written authorities and commentaries (Qur'an, Hadith, Sunnah, Tafsir, Sirah); Islamic law and jurisprudence; Sufism; the various branches including Sunni, Shi'ia, Ahmaddiyyah, and others; and the development of Islamic religion and society from the beginnings to the present.  (Moved from 05.0204)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1647,38,38.0206,M,,Jewish/Judaic Studies.,"A program that focuses on the history, culture, and religion of the Jewish people.  Includes instruction in Jewish religious heritage, sacred texts, and law; Jewish philosophy and intellectual history; Jewish life and culture, both in Israel and the Jewish Diaspora; historical Jewish minority cultures such as the Yiddish, Sephardic, and other; anti-Semitism, gentile relations and Shoa; Zionism; and modern developments within Judaism.  (Moved from 05.0205).",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1648,38,-----,,30.2101,Holocaust and Related Studies.,(Report under 30.2101),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1649,38,38.0299,N,,"Religion/Religious Studies, Other.",(NEW) Any instructional program in religion/religious studies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1650,38,38.99,,,"Philosophy and Religious Studies, Other.",Instructional content is defined in code 38.9999.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1651,38,38.9999,,,"Philosophy and Religious Studies, Other.",Any instructional program in philosophy and religion not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1652,39,39.,,,THEOLOGY AND RELIGIOUS VOCATIONS.,Instructional programs that focus on the intramural study of theology and that prepare individuals for the professional practice of religious vocations.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1653,39,-----,,38.02,Religion/Religious Studies.,(Report under 38.02 Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1654,39,39.01,D,,Biblical and Other Theological Languages and Literatures.,(Deleted),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1655,39,39.0101,D,,Biblical and Other Theological Languages and Literatures.,"(Deleted, Report under 16.1103)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1656,39,39.02,,,Bible/Biblical Studies.,Instructional content is defined in code 39.0201.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1657,39,39.0201,,,Bible/Biblical Studies.,"A program that focuses on the Christian and/or Jewish Bible and related literature, with an emphasis on understanding and interpreting the theological, doctrinal, and ethical messages contained therein.  May include preparation for applying these studies in various religious vocations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1658,39,-----,,38.0203,Christian Studies.,(Report under  38.0203),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1659,39,-----,,38.0206,Jewish/Judaic Studies.,(Report under 38.0206),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1660,39,39.03,,,Missions/Missionary Studies and Missiology.,Instructional content is defined in code 39.0301.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1661,39,39.0301,,,Missions/Missionary Studies and Missiology.,"A program that focuses on the theory and practice of religious outreach, social service and proselytization, and that prepares individuals for mission vocations.  Includes instruction in theology, evangelism, preaching, medical and social mission work, missionary education, missionary aviation, emergency services, legal and political aspects of working in other countries, and preparation for ordination as missionaries.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1662,39,39.04,,,Religious Education.,Instructional content is defined in code 39.0401.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1663,39,39.0401,,,Religious Education.,"A program that focuses on the theory and practice of providing educational services to members of faith communities, within the context of a particular religion, and that prepares individuals to serve as religious educators.  Includes instruction in planning and teaching lessons; organizing and supervising instructional activities; designing and developing instructional materials; and administering religious education programs and facilities.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1664,39,39.05,,,Religious/Sacred Music.,Instructional content is defined in code 39.0501.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1665,39,-----,,50.09,Music.,(Report under 50.09 Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1666,39,39.0501,,,Religious/Sacred Music.,"A program that focuses on the history, theory, composition, and performance of music for religious or sacred purposes, and that prepares individuals for religious musical vocations such as choir directors, Cantors, organists, and chanters.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1667,39,39.06,,,Theological and Ministerial Studies.,Instructional content for this group of programs is defined in codes 39.0601- 39.0699.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
