Source,SourceYear,LookupName,LookupCd,LookupDesc,LookupCategory1,LookupCategory2,LookupCategory3
IPEDS_HD,2010,DFRCGID,99,"Public, 2-year colleges, medium size,southeastern states, town locale",NA,NA,NA
IPEDS_HD,2010,F1SYSTYP,-1,Not reported,NA,NA,NA
IPEDS_HD,2010,F1SYSTYP,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,F1SYSTYP,1,Institution is part of a system or corporate entity,NA,NA,NA
IPEDS_HD,2010,F1SYSTYP,2,Institution is NOT part of a system or corporate entity,NA,NA,NA
IPEDS_HD,2010,FIPS,1,Alabama,NA,NA,NA
IPEDS_HD,2010,FIPS,10,Delaware,NA,NA,NA
IPEDS_HD,2010,FIPS,11,District of Columbia,NA,NA,NA
IPEDS_HD,2010,FIPS,12,Florida,NA,NA,NA
IPEDS_HD,2010,FIPS,13,Georgia,NA,NA,NA
IPEDS_HD,2010,FIPS,15,Hawaii,NA,NA,NA
IPEDS_HD,2010,FIPS,16,Idaho,NA,NA,NA
IPEDS_HD,2010,FIPS,17,Illinois,NA,NA,NA
IPEDS_HD,2010,FIPS,18,Indiana,NA,NA,NA
IPEDS_HD,2010,FIPS,19,Iowa,NA,NA,NA
IPEDS_HD,2010,FIPS,2,Alaska,NA,NA,NA
IPEDS_HD,2010,FIPS,20,Kansas,NA,NA,NA
IPEDS_HD,2010,FIPS,21,Kentucky,NA,NA,NA
IPEDS_HD,2010,FIPS,22,Louisiana,NA,NA,NA
IPEDS_HD,2010,FIPS,23,Maine,NA,NA,NA
IPEDS_HD,2010,FIPS,24,Maryland,NA,NA,NA
IPEDS_HD,2010,FIPS,25,Massachusetts,NA,NA,NA
IPEDS_HD,2010,FIPS,26,Michigan,NA,NA,NA
IPEDS_HD,2010,FIPS,27,Minnesota,NA,NA,NA
IPEDS_HD,2010,FIPS,28,Mississippi,NA,NA,NA
IPEDS_HD,2010,FIPS,29,Missouri,NA,NA,NA
IPEDS_HD,2010,FIPS,30,Montana,NA,NA,NA
IPEDS_HD,2010,FIPS,31,Nebraska,NA,NA,NA
IPEDS_HD,2010,FIPS,32,Nevada,NA,NA,NA
IPEDS_HD,2010,FIPS,33,New Hampshire,NA,NA,NA
IPEDS_HD,2010,FIPS,34,New Jersey,NA,NA,NA
IPEDS_HD,2010,FIPS,35,New Mexico,NA,NA,NA
IPEDS_HD,2010,FIPS,36,New York,NA,NA,NA
IPEDS_HD,2010,FIPS,37,North Carolina,NA,NA,NA
IPEDS_HD,2010,FIPS,38,North Dakota,NA,NA,NA
IPEDS_HD,2010,FIPS,39,Ohio,NA,NA,NA
IPEDS_HD,2010,FIPS,4,Arizona,NA,NA,NA
IPEDS_HD,2010,FIPS,40,Oklahoma,NA,NA,NA
IPEDS_HD,2010,FIPS,41,Oregon,NA,NA,NA
IPEDS_HD,2010,FIPS,42,Pennsylvania,NA,NA,NA
IPEDS_HD,2010,FIPS,44,Rhode Island,NA,NA,NA
IPEDS_HD,2010,FIPS,45,South Carolina,NA,NA,NA
IPEDS_HD,2010,FIPS,46,South Dakota,NA,NA,NA
IPEDS_HD,2010,FIPS,47,Tennessee,NA,NA,NA
IPEDS_HD,2010,FIPS,48,Texas,NA,NA,NA
IPEDS_HD,2010,FIPS,49,Utah,NA,NA,NA
IPEDS_HD,2010,FIPS,5,Arkansas,NA,NA,NA
IPEDS_HD,2010,FIPS,50,Vermont,NA,NA,NA
IPEDS_HD,2010,FIPS,51,Virginia,NA,NA,NA
IPEDS_HD,2010,FIPS,53,Washington,NA,NA,NA
IPEDS_HD,2010,FIPS,54,West Virginia,NA,NA,NA
IPEDS_HD,2010,FIPS,55,Wisconsin,NA,NA,NA
IPEDS_HD,2010,FIPS,56,Wyoming,NA,NA,NA
IPEDS_HD,2010,FIPS,6,California,NA,NA,NA
IPEDS_HD,2010,FIPS,60,American Samoa,NA,NA,NA
IPEDS_HD,2010,FIPS,64,Federated States of Micronesia,NA,NA,NA
IPEDS_HD,2010,FIPS,66,Guam,NA,NA,NA
IPEDS_HD,2010,FIPS,68,Marshall Islands,NA,NA,NA
IPEDS_HD,2010,FIPS,69,Northern Marianas,NA,NA,NA
IPEDS_HD,2010,FIPS,70,Palau,NA,NA,NA
IPEDS_HD,2010,FIPS,72,Puerto Rico,NA,NA,NA
IPEDS_HD,2010,FIPS,78,Virgin Islands,NA,NA,NA
IPEDS_HD,2010,FIPS,8,Colorado,NA,NA,NA
IPEDS_HD,2010,FIPS,9,Connecticut,NA,NA,NA
IPEDS_HD,2010,GROFFER,-3,{Not available},NA,NA,NA
IPEDS_HD,2010,GROFFER,1,Graduate degree or certificate offering,NA,NA,NA
IPEDS_HD,2010,GROFFER,2,No graduate offering,NA,NA,NA
IPEDS_HD,2010,HBCU,1,Yes,NA,NA,NA
IPEDS_HD,2010,HBCU,2,No,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,-3,{Not available},NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,0,Non-degree granting,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,11,Doctor's degree - research/scholarship and professional practice,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,12,Doctor's degree - research/scholarship,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,13,Doctor's degree -  professional practice,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,14,Doctor's degree - other,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,20,Master's degree,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,30,Bachelor's degree,NA,NA,NA
IPEDS_HD,2010,HDEGOFR1,40,Associate's degree,NA,NA,NA
IPEDS_HD,2010,HLOFFER,-3,{Not available},NA,NA,NA
IPEDS_HD,2010,HLOFFER,1,Award of less than one academic year,NA,NA,NA
IPEDS_HD,2010,HLOFFER,2,"At least 1, but less than 2 academic yrs",NA,NA,NA
IPEDS_HD,2010,HLOFFER,3,Associate's degree,NA,NA,NA
IPEDS_HD,2010,HLOFFER,4,"At least 2, but less than 4 academic yrs",NA,NA,NA
IPEDS_HD,2010,HLOFFER,5,Bachelor's degree,NA,NA,NA
IPEDS_HD,2010,HLOFFER,6,Postbaccalaureate certificate,NA,NA,NA
IPEDS_HD,2010,HLOFFER,7,Master's degree,NA,NA,NA
IPEDS_HD,2010,HLOFFER,8,Post-master's certificate,NA,NA,NA
IPEDS_HD,2010,HLOFFER,9,Doctor's degree,NA,NA,NA
IPEDS_HD,2010,HOSPITAL,-1,Not reported,NA,NA,NA
IPEDS_HD,2010,HOSPITAL,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,HOSPITAL,1,Yes,NA,NA,NA
IPEDS_HD,2010,HOSPITAL,2,No,NA,NA,NA
IPEDS_HD,2010,ICLEVEL,-3,{Not available},NA,NA,NA
IPEDS_HD,2010,ICLEVEL,1,Four or more years,NA,NA,NA
IPEDS_HD,2010,ICLEVEL,2,At least 2 but less than 4 years,NA,NA,NA
IPEDS_HD,2010,ICLEVEL,3,Less than 2 years (below associate),NA,NA,NA
IPEDS_HD,2010,INSTCAT,-1,Not reported,NA,NA,NA
IPEDS_HD,2010,INSTCAT,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,INSTCAT,1,"Degree-granting, graduate with no undergraduate degrees",NA,NA,NA
IPEDS_HD,2010,INSTCAT,2,"Degree-granting, primarily baccalaureate or above",NA,NA,NA
IPEDS_HD,2010,INSTCAT,3,"Degree-granting, not primarily baccalaureate or above",NA,NA,NA
IPEDS_HD,2010,INSTCAT,4,"Degree-granting, associate's and certificates ",NA,NA,NA
IPEDS_HD,2010,INSTCAT,5,"Nondegree-granting, above the baccalaureate",NA,NA,NA
IPEDS_HD,2010,INSTCAT,6,"Nondegree-granting, sub-baccalaureate",NA,NA,NA
IPEDS_HD,2010,INSTSIZE,-1,Not reported,NA,NA,NA
IPEDS_HD,2010,INSTSIZE,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,INSTSIZE,1,"Under 1,000",NA,NA,NA
IPEDS_HD,2010,INSTSIZE,2,"1,000 - 4,999",NA,NA,NA
IPEDS_HD,2010,INSTSIZE,3,"5,000 - 9,999",NA,NA,NA
IPEDS_HD,2010,INSTSIZE,4,"10,000 - 19,999",NA,NA,NA
IPEDS_HD,2010,INSTSIZE,5,"20,000 and above",NA,NA,NA
IPEDS_HD,2010,LANDGRNT,1,Land Grant Institution,NA,NA,NA
IPEDS_HD,2010,LANDGRNT,2,Not a Land Grant Institution,NA,NA,NA
IPEDS_HD,2010,LOCALE,-3,{Not available},NA,NA,NA
IPEDS_HD,2010,LOCALE,11,City: Large,NA,NA,NA
IPEDS_HD,2010,LOCALE,12,City: Midsize,NA,NA,NA
IPEDS_HD,2010,LOCALE,13,City: Small,NA,NA,NA
IPEDS_HD,2010,LOCALE,21,Suburb: Large,NA,NA,NA
IPEDS_HD,2010,LOCALE,22,Suburb: Midsize,NA,NA,NA
IPEDS_HD,2010,LOCALE,23,Suburb: Small,NA,NA,NA
IPEDS_HD,2010,LOCALE,31,Town: Fringe,NA,NA,NA
IPEDS_HD,2010,LOCALE,32,Town: Distant,NA,NA,NA
IPEDS_HD,2010,LOCALE,33,Town: Remote,NA,NA,NA
IPEDS_HD,2010,LOCALE,41,Rural: Fringe,NA,NA,NA
IPEDS_HD,2010,LOCALE,42,Rural: Distant,NA,NA,NA
IPEDS_HD,2010,LOCALE,43,Rural: Remote,NA,NA,NA
IPEDS_HD,2010,MEDICAL,-1,Not reported,NA,NA,NA
IPEDS_HD,2010,MEDICAL,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,MEDICAL,1,Yes,NA,NA,NA
IPEDS_HD,2010,MEDICAL,2,No,NA,NA,NA
IPEDS_HD,2010,NECTA,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,NECTA,70300,"Amherst Center, MA",NA,NA,NA
IPEDS_HD,2010,NECTA,70600,"Augusta, ME",NA,NA,NA
IPEDS_HD,2010,NECTA,70750,"Bangor, ME",NA,NA,NA
IPEDS_HD,2010,NECTA,70900,"Barnstable Town, MA",NA,NA,NA
IPEDS_HD,2010,NECTA,71050,"Barre, VT",NA,NA,NA
IPEDS_HD,2010,NECTA,71350,"Bennington, VT",NA,NA,NA
IPEDS_HD,2010,NECTA,71500,"Berlin, NH",NA,NA,NA
IPEDS_HD,2010,NECTA,71650,"Boston-Cambridge-Quincy, MA-NH",NA,NA,NA
IPEDS_HD,2010,NECTA,71950,"Bridgeport-Stamford-Norwalk, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,72250,"Brunswick, ME",NA,NA,NA
IPEDS_HD,2010,NECTA,72400,"Burlington-South Burlington, VT",NA,NA,NA
IPEDS_HD,2010,NECTA,72500,"Claremont, NH",NA,NA,NA
IPEDS_HD,2010,NECTA,72700,"Concord, NH",NA,NA,NA
IPEDS_HD,2010,NECTA,72850,"Danbury, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,73000,"Danielson, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,73300,"Greenfield, MA",NA,NA,NA
IPEDS_HD,2010,NECTA,73450,"Hartford-West Hartford-East Hartford, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,73750,"Keene, NH",NA,NA,NA
IPEDS_HD,2010,NECTA,73900,"Laconia, NH",NA,NA,NA
IPEDS_HD,2010,NECTA,74350,"Lebanon, NH-VT",NA,NA,NA
IPEDS_HD,2010,NECTA,74500,"Leominster-Fitchburg-Gardner, MA",NA,NA,NA
IPEDS_HD,2010,NECTA,74650,"Lewiston-Auburn, ME",NA,NA,NA
IPEDS_HD,2010,NECTA,74950,"Manchester, NH",NA,NA,NA
IPEDS_HD,2010,NECTA,75550,"New Bedford, MA",NA,NA,NA
IPEDS_HD,2010,NECTA,75700,"New Haven, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,76150,"North Adams, MA-VT",NA,NA,NA
IPEDS_HD,2010,NECTA,76450,"Norwich-New London, CT-RI",NA,NA,NA
IPEDS_HD,2010,NECTA,76600,"Pittsfield, MA",NA,NA,NA
IPEDS_HD,2010,NECTA,76750,"Portland-South Portland-Biddeford, ME",NA,NA,NA
IPEDS_HD,2010,NECTA,76900,"Portsmouth, NH-ME",NA,NA,NA
IPEDS_HD,2010,NECTA,77200,"Providence-Fall River-Warwick, RI-MA",NA,NA,NA
IPEDS_HD,2010,NECTA,77350,"Rochester-Dover, NH-ME",NA,NA,NA
IPEDS_HD,2010,NECTA,77650,"Rutland, VT",NA,NA,NA
IPEDS_HD,2010,NECTA,77950,"Sanford, ME",NA,NA,NA
IPEDS_HD,2010,NECTA,78100,"Springfield, MA-CT",NA,NA,NA
IPEDS_HD,2010,NECTA,78400,"Torrington, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,78700,"Waterbury, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,78850,"Waterville, ME",NA,NA,NA
IPEDS_HD,2010,NECTA,79300,"Willimantic, CT",NA,NA,NA
IPEDS_HD,2010,NECTA,79600,"Worcester, MA-CT",NA,NA,NA
IPEDS_HD,2010,OBEREG,0,US Service schools,NA,NA,NA
IPEDS_HD,2010,OBEREG,1,New England CT ME MA NH RI VT,NA,NA,NA
IPEDS_HD,2010,OBEREG,2,Mid East DE DC MD NJ NY PA,NA,NA,NA
IPEDS_HD,2010,OBEREG,3,Great Lakes IL IN MI OH WI,NA,NA,NA
IPEDS_HD,2010,OBEREG,4,Plains IA KS MN MO NE ND SD,NA,NA,NA
IPEDS_HD,2010,OBEREG,5,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,NA,NA,NA
IPEDS_HD,2010,OBEREG,6,Southwest AZ NM OK TX,NA,NA,NA
IPEDS_HD,2010,OBEREG,7,Rocky Mountains CO ID MT UT WY,NA,NA,NA
IPEDS_HD,2010,OBEREG,8,Far West AK CA HI NV OR WA,NA,NA,NA
IPEDS_HD,2010,OBEREG,9,Outlying areas AS FM GU MH MP PR PW VI,NA,NA,NA
IPEDS_HD,2010,OPEFLAG,1,Participates in Title IV federal financial aid programs,NA,NA,NA
IPEDS_HD,2010,OPEFLAG,2,Branch campus of a main campus that participates in Title IV,NA,NA,NA
IPEDS_HD,2010,OPEFLAG,3,Deferment only - limited participation,NA,NA,NA
IPEDS_HD,2010,OPEFLAG,5,"Not currently participating in Title IV, has an OPE ID number",NA,NA,NA
IPEDS_HD,2010,OPEFLAG,6,"Not currently participating in Title IV, does not have OPE ID number",NA,NA,NA
IPEDS_HD,2010,OPEFLAG,7,Stopped participating during the survey year,NA,NA,NA
IPEDS_HD,2010,OPEFLAG,8,New participants (became eligible during spring collection),NA,NA,NA
IPEDS_HD,2010,OPENPUBL,0,Institution is not open to the public,NA,NA,NA
IPEDS_HD,2010,OPENPUBL,1,Institution is open to the public,NA,NA,NA
IPEDS_HD,2010,POSTSEC,1,Primarily postsecondary institution,NA,NA,NA
IPEDS_HD,2010,POSTSEC,2,Not primarily postsecondary,NA,NA,NA
IPEDS_HD,2010,PSEFLAG,1,Active postsecondary institution,NA,NA,NA
IPEDS_HD,2010,PSEFLAG,2,Not primarily postsecondary or open to public,NA,NA,NA
IPEDS_HD,2010,PSEFLAG,3,Not active,NA,NA,NA
IPEDS_HD,2010,PSET4FLG,1,Title IV postsecondary institution,NA,NA,NA
IPEDS_HD,2010,PSET4FLG,2,Non-Title IV postsecondary institution,NA,NA,NA
IPEDS_HD,2010,PSET4FLG,3,Title IV NOT primarily postsecondary institution,NA,NA,NA
IPEDS_HD,2010,PSET4FLG,4,Non-Title IV NOT primarily postsecondary institution,NA,NA,NA
IPEDS_HD,2010,PSET4FLG,6,Non-Title IV postsecondary institution that is NOT open to the public,NA,NA,NA
IPEDS_HD,2010,PSET4FLG,9,Institution is not active in current universe,NA,NA,NA
IPEDS_HD,2010,RPTMTH,-1,Not reported,NA,NA,NA
IPEDS_HD,2010,RPTMTH,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,RPTMTH,1,Student charges for full academic year and fall GRS cohort,NA,NA,NA
IPEDS_HD,2010,RPTMTH,2,Student charges by program and full-year GRS cohort,NA,NA,NA
IPEDS_HD,2010,RPTMTH,3,Student charges for full academic year and full-year GRS cohort,NA,NA,NA
IPEDS_HD,2010,SECTOR,0,Administrative Unit,NA,NA,NA
IPEDS_HD,2010,SECTOR,1,"Public, 4-year or above",NA,NA,NA
IPEDS_HD,2010,SECTOR,2,"Private not-for-profit, 4-year or above",NA,NA,NA
IPEDS_HD,2010,SECTOR,3,"Private for-profit, 4-year or above",NA,NA,NA
IPEDS_HD,2010,SECTOR,4,"Public, 2-year",NA,NA,NA
IPEDS_HD,2010,SECTOR,5,"Private not-for-profit, 2-year",NA,NA,NA
IPEDS_HD,2010,SECTOR,6,"Private for-profit, 2-year",NA,NA,NA
IPEDS_HD,2010,SECTOR,7,"Public, less-than 2-year",NA,NA,NA
IPEDS_HD,2010,SECTOR,8,"Private not-for-profit, less-than 2-year",NA,NA,NA
IPEDS_HD,2010,SECTOR,9,"Private for-profit, less-than 2-year",NA,NA,NA
IPEDS_HD,2010,SECTOR,99,Sector unknown (not active),NA,NA,NA
IPEDS_HD,2010,STABBR,AK,Alaska,NA,NA,NA
IPEDS_HD,2010,STABBR,AL,Alabama,NA,NA,NA
IPEDS_HD,2010,STABBR,AR,Arkansas,NA,NA,NA
IPEDS_HD,2010,STABBR,AS,American Samoa,NA,NA,NA
IPEDS_HD,2010,STABBR,AZ,Arizona,NA,NA,NA
IPEDS_HD,2010,STABBR,CA,California,NA,NA,NA
IPEDS_HD,2010,STABBR,CO,Colorado,NA,NA,NA
IPEDS_HD,2010,STABBR,CT,Connecticut,NA,NA,NA
IPEDS_HD,2010,STABBR,DC,District of Columbia,NA,NA,NA
IPEDS_HD,2010,STABBR,DE,Delaware,NA,NA,NA
IPEDS_HD,2010,STABBR,FL,Florida,NA,NA,NA
IPEDS_HD,2010,STABBR,FM,Federated States of Micronesia,NA,NA,NA
IPEDS_HD,2010,STABBR,GA,Georgia,NA,NA,NA
IPEDS_HD,2010,STABBR,GU,Guam,NA,NA,NA
IPEDS_HD,2010,STABBR,HI,Hawaii,NA,NA,NA
IPEDS_HD,2010,STABBR,IA,Iowa,NA,NA,NA
IPEDS_HD,2010,STABBR,ID,Idaho,NA,NA,NA
IPEDS_HD,2010,STABBR,IL,Illinois,NA,NA,NA
IPEDS_HD,2010,STABBR,IN,Indiana,NA,NA,NA
IPEDS_HD,2010,STABBR,KS,Kansas,NA,NA,NA
IPEDS_HD,2010,STABBR,KY,Kentucky,NA,NA,NA
IPEDS_HD,2010,STABBR,LA,Louisiana,NA,NA,NA
IPEDS_HD,2010,STABBR,MA,Massachusetts,NA,NA,NA
IPEDS_HD,2010,STABBR,MD,Maryland,NA,NA,NA
IPEDS_HD,2010,STABBR,ME,Maine,NA,NA,NA
IPEDS_HD,2010,STABBR,MH,Marshall Islands,NA,NA,NA
IPEDS_HD,2010,STABBR,MI,Michigan,NA,NA,NA
IPEDS_HD,2010,STABBR,MN,Minnesota,NA,NA,NA
IPEDS_HD,2010,STABBR,MO,Missouri,NA,NA,NA
IPEDS_HD,2010,STABBR,MP,Northern Marianas,NA,NA,NA
IPEDS_HD,2010,STABBR,MS,Mississippi,NA,NA,NA
IPEDS_HD,2010,STABBR,MT,Montana,NA,NA,NA
IPEDS_HD,2010,STABBR,NC,North Carolina,NA,NA,NA
IPEDS_HD,2010,STABBR,ND,North Dakota,NA,NA,NA
IPEDS_HD,2010,STABBR,NE,Nebraska,NA,NA,NA
IPEDS_HD,2010,STABBR,NH,New Hampshire,NA,NA,NA
IPEDS_HD,2010,STABBR,NJ,New Jersey,NA,NA,NA
IPEDS_HD,2010,STABBR,NM,New Mexico,NA,NA,NA
IPEDS_HD,2010,STABBR,NV,Nevada,NA,NA,NA
IPEDS_HD,2010,STABBR,NY,New York,NA,NA,NA
IPEDS_HD,2010,STABBR,OH,Ohio,NA,NA,NA
IPEDS_HD,2010,STABBR,OK,Oklahoma,NA,NA,NA
IPEDS_HD,2010,STABBR,OR,Oregon,NA,NA,NA
IPEDS_HD,2010,STABBR,PA,Pennsylvania,NA,NA,NA
IPEDS_HD,2010,STABBR,PR,Puerto Rico,NA,NA,NA
IPEDS_HD,2010,STABBR,PW,Palau,NA,NA,NA
IPEDS_HD,2010,STABBR,RI,Rhode Island,NA,NA,NA
IPEDS_HD,2010,STABBR,SC,South Carolina,NA,NA,NA
IPEDS_HD,2010,STABBR,SD,South Dakota,NA,NA,NA
IPEDS_HD,2010,STABBR,TN,Tennessee,NA,NA,NA
IPEDS_HD,2010,STABBR,TX,Texas,NA,NA,NA
IPEDS_HD,2010,STABBR,UT,Utah,NA,NA,NA
IPEDS_HD,2010,STABBR,VA,Virginia,NA,NA,NA
IPEDS_HD,2010,STABBR,VI,Virgin Islands,NA,NA,NA
IPEDS_HD,2010,STABBR,VT,Vermont,NA,NA,NA
IPEDS_HD,2010,STABBR,WA,Washington,NA,NA,NA
IPEDS_HD,2010,STABBR,WI,Wisconsin,NA,NA,NA
IPEDS_HD,2010,STABBR,WV,West Virginia,NA,NA,NA
IPEDS_HD,2010,STABBR,WY,Wyoming,NA,NA,NA
IPEDS_HD,2010,TENURSYS,-1,Not reported,NA,NA,NA
IPEDS_HD,2010,TENURSYS,-2,Not applicable,NA,NA,NA
IPEDS_HD,2010,TENURSYS,1,Has tenure system,NA,NA,NA
IPEDS_HD,2010,TENURSYS,2,No tenure system,NA,NA,NA
IPEDS_HD,2010,TRIBAL,1,Yes,NA,NA,NA
IPEDS_HD,2010,TRIBAL,2,No,NA,NA,NA
IPEDS_HD,2010,UGOFFER,-3,{Not available},NA,NA,NA
IPEDS_HD,2010,UGOFFER,1,Undergraduate degree or certificate offering,NA,NA,NA
IPEDS_HD,2010,UGOFFER,2,No undergraduate offering,NA,NA,NA
IPEDS_HD,2005,HBCU,-3,Not Available,NA,NA,NA
IPEDS_HD,2005,HOSPITAL,0,No,NA,NA,NA
IPEDS_HD,2005,LANDGRNT,0,Not a Land Grant Institution,NA,NA,NA
IPEDS_HD,2005,TRIBAL,-3,Not Available,NA,NA,NA
IPEDS_HD,2004,HOSPITAL,-3,Not available,NA,NA,NA
IPEDS_HD,2004,LOCALE,1,City: Large,NA,NA,NA
IPEDS_HD,2004,LOCALE,2,City: Midsize,NA,NA,NA
IPEDS_HD,2004,LOCALE,3,Urban fringe of large city,NA,NA,NA
IPEDS_HD,2004,LOCALE,4,Urban fringe of mid-size city,NA,NA,NA
IPEDS_HD,2004,LOCALE,5,Large town,NA,NA,NA
IPEDS_HD,2004,LOCALE,6,Small town,NA,NA,NA
IPEDS_HD,2004,LOCALE,7,Rural,NA,NA,NA
IPEDS_HD,2004,LOCALE,9,Not assigned,NA,NA,NA
IPEDS_HD,2002,DEGGRANT,3,"Nondegree-granting, not primarily postsecondary",NA,NA,NA
IPEDS_HD,2002,DEGGRANT,4,Not an educational entity,NA,NA,NA
IPEDS_HD,2002,POSTSEC,3,Not postsecondary,NA,NA,NA
IPEDS_IC,2014,ALLONCAM,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ALLONCAM,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ALLONCAM,1,Yes,NA,NA,NA
IPEDS_IC,2014,ALLONCAM,2,No,NA,NA,NA
IPEDS_IC,2014,ASSOC1,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ASSOC1,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ASSOC1,0,Implied no,NA,NA,NA
IPEDS_IC,2014,ASSOC1,1,Yes,NA,NA,NA
IPEDS_IC,2014,ASSOC2,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ASSOC2,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ASSOC2,0,Implied no,NA,NA,NA
IPEDS_IC,2014,ASSOC2,1,Yes,NA,NA,NA
IPEDS_IC,2014,ASSOC3,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ASSOC3,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ASSOC3,0,Implied no,NA,NA,NA
IPEDS_IC,2014,ASSOC3,1,Yes,NA,NA,NA
IPEDS_IC,2014,ASSOC4,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ASSOC4,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ASSOC4,0,Implied no,NA,NA,NA
IPEDS_IC,2014,ASSOC4,1,Yes,NA,NA,NA
IPEDS_IC,2014,ASSOC5,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ASSOC5,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ASSOC5,0,Implied no,NA,NA,NA
IPEDS_IC,2014,ASSOC5,1,Yes,NA,NA,NA
IPEDS_IC,2014,ASSOC6,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ASSOC6,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ASSOC6,0,Implied no,NA,NA,NA
IPEDS_IC,2014,ASSOC6,1,Yes,NA,NA,NA
IPEDS_IC,2014,ATHASSOC,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,ATHASSOC,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,ATHASSOC,1,Yes,NA,NA,NA
IPEDS_IC,2014,ATHASSOC,2,No,NA,NA,NA
IPEDS_IC,2014,BOARD,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,BOARD,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,BOARD,1,"Yes, number of meals in the maximum meal plan offered",NA,NA,NA
IPEDS_IC,2014,BOARD,2,"Yes, number of meals per week can vary",NA,NA,NA
IPEDS_IC,2014,BOARD,3,No,NA,NA,NA
IPEDS_IC,2014,CALSYS,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,CALSYS,1,Semester,NA,NA,NA
IPEDS_IC,2014,CALSYS,2,Quarter,NA,NA,NA
IPEDS_IC,2014,CALSYS,3,Trimester,NA,NA,NA
IPEDS_IC,2014,CALSYS,4,Four-one-four plan,NA,NA,NA
IPEDS_IC,2014,CALSYS,5,Other academic year,NA,NA,NA
IPEDS_IC,2014,CALSYS,6,Differs by program,NA,NA,NA
IPEDS_IC,2014,CALSYS,7,Continuous,NA,NA,NA
IPEDS_IC,2014,CNTLAFFI,1,Public,NA,NA,NA
IPEDS_IC,2014,CNTLAFFI,2,Private for-profit,NA,NA,NA
IPEDS_IC,2014,CNTLAFFI,3,Private not-for-profit (no religious affiliation),NA,NA,NA
IPEDS_IC,2014,CNTLAFFI,4,Private not-for-profit (religious affiliation),NA,NA,NA
IPEDS_IC,2014,CONFNO1,-1,Not reported,NA,NA,NA
IPEDS_IC,2014,CONFNO1,-2,Not applicable,NA,NA,NA
IPEDS_IC,2014,CONFNO1,102,Atlantic Coast Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,103,Atlantic 10 Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,104,Big East Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,105,Big Sky Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,106,Big South Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,107,Big Ten Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,108,Big Twelve Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,110,Colonial Athletic Association,NA,NA,NA
IPEDS_IC,2014,CONFNO1,111,Conference USA,NA,NA,NA
IPEDS_IC,2014,CONFNO1,112,Division I Independents,NA,NA,NA
IPEDS_IC,2014,CONFNO1,113,Division I-A Independents,NA,NA,NA
IPEDS_IC,2014,CONFNO1,114,Division I-AA Independents,NA,NA,NA
IPEDS_IC,2014,CONFNO1,116,Gateway Football Conference,NA,NA,NA
IPEDS_IC,2014,CONFNO1,117,Ivy Group,NA,NA,NA
